From,To
['WO2014084398'],WO2014084366
['CN108769265'],CN110867227
['CN106845054'],CN111126007
['CN106529155'],CN110851503
['CN107480851'],CN108158558
['CN106650248'],CN110354327
['CN109585027'],CN111916213
['US2017327582'],WO2021129616
['US2015119667'],WO2020239517
['CN102462494'],US2016128488
['US2015119667'],EP3628156
['WO2011098944'],US2016256694
['WO2010139810'],US2013288239
['WO2019200410'],WO2021148573
['WO2010139810'],WO2012089630
['WO2012018387'],US2015132295
['WO2009120877'],WO2015067913
['EP2733219'],WO2019048500
['WO2010139810'],WO2016139092
['WO2015006489'],WO2017223291
['WO2010139810'],WO2017110687
['WO2009120877'],US2013078242
['US2014267552'],WO2018039477
['WO2011060272'],WO2015081290
['US2009318779'],US2016183864
['US2011190593'],US2016183864
['US2012323591'],US2016183864
['WO2019200410'],WO2021252514
['WO2015120458'],WO2018031845
['WO2019200410'],WO2021140199
['WO2009137682'],US2015111201
['WO2014186780'],WO2017083828
['WO2012018387'],US10941448
['WO2017055958'],WO2020055929
['WO2020223257'],WO2021138544
['WO2020077352'],EP3901956
['US2010070249'],US2016364860
['US2014267552'],US2018055832
['WO2010045463'],WO2012037378
['WO2017019751'],WO2018081130
['WO2012045882'],WO2015081085
['WO2018102672'],WO2020038352
['WO2009140757'],WO2016100712
['WO2010139811'],WO2013132025
['CN110223742'],CN111949792
['CN109920501'],CN111161814
['CN110164519'],CN111161814
['CN106383853'],CN112667813
['CN215181460'],CN113860262
['CN108717869'],CN113517072
['CN111241806'],CN112349400
['CN108717867'],CN111831708
['CN106777935'],CN114049966
['WO2018191900'],CN113064567
['WO2018191900'],CN113064567
['CN111858891'],CN112463943
['CN111387938'],CN113506039
['CN113792920'],CN114283932
['CN107273700'],CN112349435
['CN108962404'],CN112349435
['CN109859856'],CN112349435
['CN107273700'],CN112349435
['CN108962404'],CN112349435
['CN109859856'],CN112349435
['CN111192668'],CN111986791
['US2017043089'],US2021074390
['US2017169162'],US2017337325
['WO2017019751'],US2019032145
['KR2017023382'],WO2018236188
['US2016065840'],US2016360980
['WO2015051272'],WO2013148557
['EP2733219'],WO2016148073
['EP2733219'],WO2019117306
['US2012016184'],US2021089780
['US2018317079'],CN111935693
['CN109871538'],CN111949802
['WO2015120458'],CN112136765
['CN208386425'],CN112015205
['US10671703'],CN111862427
['FR3026208'],FR3090865
['WO2009120877'],US2018312925
['US2014055285'],US2017245805
['US2013338724'],US2017245805
['WO2015164541'],WO2018072758
['US2013211291'],US2017258390
['WO2009140757'],US2018360998
['EP2733219'],WO2019081497
['WO2010139810'],US2015232939
['EP2733219'],WO2018236590
['WO2016094330'],CN111370061
['WO2009140757'],WO2018156499
['WO2010139810'],WO2016177776
['WO2009120877'],WO2016038377
['WO2010139810'],EP2578696
['WO2009120877'],WO2016066288
['WO2009120877'],WO2015044332
['CN108806767'],CN110085323
['WO2010139810'],US2012214682
['WO2013096766'],CN107688092
['WO2009094643'],US2014197558
['CN106529177'],CN111552734
['CN109947854'],CN111552734
['CN106529177'],CN111552734
['CN109947854'],CN111552734
['WO2012122127'],RU2013144622
['CN104536425'],CN111226805
['WO2017116052'],US2021037285
['US2011258231'],CN104765947
['CN103488890'],CN104765947
['WO2019033017'],WO2020204488
['WO2009133197'],WO2015034364
['CN109754852'],CN111128298
['US2018181509'],WO2020138672
['US2018284047'],WO2020138672
['US8773271'],WO2020138672
['WO2013098701'],US2020105271
['JP2010238013'],WO2012129501
['WO2009140757'],WO2019245020
['CN110493480'],CN111724886
['KR2015069458'],CN111724886
['CN110493480'],CN111724886
['KR2015069458'],CN111724886
['CN107680676'],WO2020240543
['WO2015120458'],CN110331162
['CN109060199'],CN112393827
['CN109902112'],CN111739652
['EP2733219'],WO2019017680
['WO2015120280'],EP3428650
['CN109841267'],CN110827943
['CN102880776'],CN111951466
['CN104899466'],CN111951466
['CN109285276'],CN111951466
['CN102880776'],CN111951466
['CN104899466'],CN111951466
['CN109285276'],CN111951466
['EP2733219'],CN108330184
['WO2012018387'],WO2013054200
['US2012041778'],KR1327533
['WO2009132058'],EP3620468
['WO2017044731'],US2018049681
['WO2016060278'],WO2020241770
['US2015032471'],EP3651117
['WO2012018387'],WO2020033700
['WO2012018387'],WO2020033700
['WO2016023026'],US2016129012
['WO2014077396'],US2016184013
['WO2015120458'],WO2017173308
['CN109948367'],CN111935183
['CN110689935'],CN112201345
['CN111383755'],CN112201345
['WO2012018387'],US2016342733
['WO2016172801'],US2016342733
['CA2891830'],US2016342733
['CN112511313'],CN113303816
['CN108830216'],CN113312992
['CN112365945'],CN112989375
['US9504423'],US2019298204
['US2017095153'],US2019298204
['US2017196472'],US2019298204
['US2018220890'],US2019298204
['US2015088007'],US2019298204
['US9504423'],US2019298204
['US2017095153'],US2019298204
['US2017196472'],US2019298204
['US2018220890'],US2019298204
['US2015088007'],US2019298204
['US2014278535'],CN113140279
['WO2018057714'],CN110853003
['WO2010139810'],EP2687607
['WO2015013688'],WO2017160979
['WO2016139347'],US2020146650
['WO2016156150'],US2020146650
['US2013204188'],US2016222332
['WO2018182734'],US2021110616
['US2015119667'],WO2021130143
['CN106339577'],CN108122619
['WO2009132058'],US2009148462
['WO2010045463'],RU2706948
['WO2019200410'],WO2021222220
['WO2009120877'],CN105112549
['CN107506608'],CN109920476
['EP2733219'],CN108977533
['US2015119667'],WO2017153200
['US2015119667'],WO2018050421
['US2015119667'],WO2019042800
['CN108386060'],CN111389109
['CN208655255'],CN111389109
['CN106845120'],CN113284597
['US2009227876'],US10610111
['US2009318779'],US10610111
['US2012095352'],US10610111
['US2013197322'],US10610111
['US2013231574'],US10610111
['CN103976791'],CN113162729
['CN101808125'],WO2012100755
['CN109060199'],CN112895620
['US2012095352'],US2015110721
['CN110895973'],CN112218120
['WO2010139810'],CN102676526
['EP2733219'],CN105950705
['WO2009120877'],US2019024169
['CN103294879'],CN110856109
['CN206619138'],CN109376808
['CN104536425'],CN108646013
['CN108593136'],CN110926656
['CN208243048'],CN110339427
['CN101822533'],CN105701324
['WO2012045882'],US2019112365
['WO2012045882'],US2019284265
['WO2012045882'],WO2018127519
['CN102890785'],CN108515290
['CN110913000'],CN112948738
['CN204618192'],CN111370114
['CN102682210'],CN105279388
['WO2010139810'],WO2021112619
['CN103970271'],CN111191733
['WO2009132058'],WO2022006316
['WO2019077062'],WO2021119551
['CN108717867'],CN110827994
['WO2015027089'],CN111752137
['US2014058213'],US2019070105
['CN111126065'],CN111726336
['WO2010129775'],IL257972
['CN204839531'],CN109330607
['US2012016184'],CN105861658
['WO2010139810'],EP3862442
['WO2017116052'],US2020149290
['WO2014186780'],WO2019159007
['CN110517787'],CN111739601
['CN106267574'],CN108714046
['WO2018102672'],WO2020038473
['WO2011060272'],RU2018147553
['CN104077588'],CN111885166
['WO2012122347'],WO2018049250
['CN107392091'],CN110851638
['CN109036500'],US2020111582
['WO2017063534'],CN111859366
['CN103970271'],CN111627550
['CN109783525'],CN111666591
['WO2010045463'],WO2018223001
['WO2013027004'],US2021231955
['WO2013027004'],US2021231955
['WO2019147012'],WO2017072678
['EP3553638'],WO2017072678
['WO2020226383'],WO2017072678
['CN109102847'],CN111161820
['CN201766617'],CN103449376
['CN101968644'],CN105293440
['CN103294914'],CN105293440
['CN103315708'],CN105293440
['US2019386859'],KR2294184
['EP2733219'],WO2019016252
['WO2017108215'],CN111345801
['WO2009099707'],WO2012076853
['WO2009099707'],WO2012076853
['WO2009099707'],WO2012076853
['CN103248681'],CN111999288
['CN102902889'],CN107133474
['CN104519324'],CN107133474
['US2013011042'],US2016331248
['US2013301901'],US2016331248
['EP2601925'],US2016310045
['US2012323591'],US2020103837
['WO2012040554'],US2020103837
['US2011205061'],US2020103837
['WO2010139810'],US2019249254
['EP3118803'],WO2020260811
['RU2480156'],RU2579422
['WO2010139810'],EP3862441
['WO2009156934'],WO2020259847
['WO2019200410'],WO2020076772
['WO2017214630'],WO2020263694
['CN107833629'],CN111883251
['CN110162779'],CN111883251
['CN106951719'],CN111883251
['US2020185102'],CN111883251
['CN107833629'],CN111883251
['CN110162779'],CN111883251
['CN106951719'],CN111883251
['US2020185102'],CN111883251
['CN106326661'],CN107550460
['CN104536425'],CN105766475
['CN107354127'],CN113413489
['CN105590287'],CN110910981
['US2015119667'],EP3628158
['US2015119667'],WO2020169414
['WO2010139811'],WO2013155980
['WO2014146082'],US10954259
['US2017327582'],WO2021045392
['GB2517179'],US2020146569
['US2017172537'],US2020146569
['WO2009099707'],CN104962134
['CN109116751'],CN111460712
['US2018182491'],CN111568398
['WO2011145411'],WO2017170366
['US9051043'],US2019125471
['CN109599167'],CN111724872
['CN109363668'],CN112438733
['CN207532379'],CN111227807
['CN109688504'],CN112107330
['WO2016007944'],WO2018065656
['US9820690'],US2018318569
['WO2019200410'],WO2022076237
['WO2009120877'],US2017261492
['WO2016094330'],WO2019229431
['CN109887596'],CN110929933
['CN109493979'],CN111462919
['CN110197720'],CN111657873
['CN106980757'],CN109215788
['CN107680686'],CN109215788
['WO2010139810'],WO2013173500
['CN106960122'],CN109642258
['CN106971067'],CN113257428
['WO2010139810'],WO2016148593
['WO2009099707'],CN106973517
['WO2009099707'],CN106973517
['WO2017075402'],CN109749105
['CN106156507'],CN107194153
['WO2019232621'],CN112646512
['WO2019232621'],CN112786959
['CN107222974'],CN113543503
['CN104899466'],CN110852832
['US2014354886'],RU2697928
['US2011072379'],WO2010042872
['CN210666459'],CN111963738
['WO2012045882'],WO2012106363
['TW485701'],US2007267979
['WO2013077977'],US10617478
['US2016283407'],US11198121
['CN104135664'],CN112420169
['CN111223554'],CN112420169
['CN104135664'],CN112420169
['CN111223554'],CN112420169
['CN109509518'],CN111968714
['CN113241196'],CN113420152
['CN107749313'],CN112231498
['CN206440945'],CN111994970
['CN110575178'],CN111275696
['WO2017164500'],CN112803957
['CN107391944'],CN110875093
['CN104573350'],CN110875093
['WO2017082630'],KR1981068
['WO2015123252'],US2019011187
['CN105169573'],CN105567434
['WO2009099707'],EP2570462
['WO2017108215'],KR2019092705
['WO2009099707'],WO2015184555
['WO2009099707'],WO2015184555
['CN103248681'],CN108333153
['WO2010139810'],RU2755651
['US2016267310'],RU2679678
['WO2012170177'],RU2537050
['WO2017155319'],KR2026090
['WO2016094330'],WO2019157214
['WO2009120877'],WO2013067531
['WO2012012846'],WO2013006643
['CN106473750'],CN111914655
['CN110322947'],CN111914655
['CN106473750'],CN111914655
['CN110322947'],CN111914655
['CN207532379'],CN110881957
['US2015119667'],EP3766879
['US2015119667'],WO2019137995
['US2015119667'],WO2018054723
['US2015119667'],WO2018054721
['CN109805935'],CN111544005
['CN108776684'],CN111736738
['US2015119667'],WO2018073110
['US2015119667'],WO2018065182
['US2010202586'],US2011188630
['EP2733219'],CN105664163
['CN202235319'],CN111586016
['CN110507315'],CN111221973
['CN209858421'],CN111667485
['WO2009132058'],US2017051068
['WO2018102672'],WO2020001657
['WO2011060272'],WO2015013389
['WO2011060272'],WO2015013389
['CN109087691'],CN111260448
['CN109116751'],CN111538294
['CN110074759'],CN113643728
['JP2010257276'],WO2014204067
['CN106126156'],CN112732139
['CN109817349'],CN111081328
['WO2018152410'],CN111081328
['US2014267552'],US2019350915
['WO2009099707'],US2014000805
['CN110090421'],CN110895964
['CN110444266'],CN111012677
['KR2018095208'],CN111192651
['CN202033756'],CN103544401
['CN106886680'],CN110867257
['CN108550387'],CN110867257
['CN110021420'],CN110867257
['CN205667556'],CN110867257
['CN106886680'],CN110867257
['CN108550387'],CN110867257
['CN110021420'],CN110867257
['CN205667556'],CN110867257
['CN106955102'],CN110812642
['CN104224131'],CN104622434
['WO2012112407'],CN104622434
['CN108053398'],CN111863232
['CN110755045'],CN111863232
['CN111161879'],CN111863232
['CN108053398'],CN111863232
['CN110755045'],CN111863232
['CN111161879'],CN111863232
['CN102567611'],CN111653351
['CN102509006'],CN107919173
['CN106236048'],CN107919173
['CN106295209'],CN107919173
['CN209281900'],CN110830746
['CN110931121'],CN112618026
['CN104050615'],CN105786935
['WO2018102672'],WO2022031476
['CN108364693'],CN111403043
['CN112107482'],CN112623514
['WO2017164706'],CN111401092
['US2020019686'],CN113437518
['CN205563573'],CN111640228
['WO2012018387'],WO2013067451
['WO2012018387'],WO2013067451
['WO2010139811'],WO2008147974
['WO2017019751'],WO2019209954
['WO2012018387'],CN107475351
['CN109036576'],CN111986817
['WO2012018387'],WO2014052855
['WO2012018387'],WO2014043519
['WO2012018387'],WO2013120018
['WO2012018387'],WO2013120018
['WO2010045463'],WO2016048388
['US8390681'],WO2021121077
['CN109299239'],CN111581337
['US10140544'],CN111870279
['US10140544'],CN111028217
['WO2016023026'],WO2015127379
['WO2009108802'],WO2016069078
['CN106156484'],CN111401783
['CN107463796'],CN109616198
['WO2016138087'],WO2018237380
['WO2016138087'],EP3653121
['CN111681767'],CN111916210
['CN203204412'],CN108892266
['CN109637637'],CN110851867
['CN107241579'],CN113194299
['EP3051380'],CN106423792
['CN108573737'],CN111523135
['CN102419856'],CN103267845
['CN109875514'],CN111134641
['WO2012045882'],US2019218281
['WO2013066642'],CN111904393
['CN109102900'],CN111403025
['CN103942454'],CN110711083
['CN106168759'],CN111966053
['CN206440945'],CN111966053
['CN109036531'],CN111916193
['CN103886415'],CN111275892
['CN108538353'],CN111899839
['WO2018080023'],CN111795448
['WO2009140757'],US2017056531
['WO2009140757'],US2017056531
['US2017327582'],CN109912686
['WO2019168474'],CN112869711
['CN101561846'],CN109411037
['CN102156818'],CN109411037
['CN106446591'],CN112289395
['CN108241857'],CN110851646
['CN208722574'],CN111738681
['WO2017079758'],WO2020008695
['CN103488880'],CN111923056
['CN110580952'],CN111923056
['CN103488880'],CN111923056
['CN110580952'],CN111923056
['CN109800411'],CN111078825
['US2015119667'],EP3670501
['US2015119667'],WO2019175713
['WO2012085781'],WO2017184658
['US2015119667'],EP3643705
['US2015119667'],WO2019121143
['US2015119667'],WO2019123196
['US2015119667'],EP3613736
['US2015119667'],EP3696177
['US2015119667'],EP3453706
['US2015119667'],WO2020095161
['US2015119667'],WO2018177970
['US2015119667'],WO2017076757
['US2015119667'],WO2018153730
['US2015119667'],WO2017081312
['US2015119667'],EP3339297
['US2015119667'],WO2017081310
['US2015119667'],WO2017085098
['US2015119667'],WO2018219797
['US2015119667'],WO2018054711
['US2015119667'],WO2016156129
['US2015119667'],WO2020020765
['US2015119667'],WO2017178245
['US2015119667'],WO2019219464
['US2015119667'],WO2019101511
['WO2015147519'],US2021208623
['CN206877700'],CN111629334
['US9858781'],WO2022094648
['WO2017111564'],CN111388987
['WO2013134558'],WO2010064146
['WO2016156150'],US2020316148
['US2018014779'],US11145400
['US2016283407'],US2019024161
['WO2015082555'],US2018300513
['WO2012135028'],US2021000344
['WO2012135028'],US2021000344
['WO2012135028'],US2021000344
['CN108648829'],CN111312401
['CN109036553'],CN111312401
['US2018211010'],CN111312401
['CN108648829'],CN111312401
['CN109036553'],CN111312401
['US2018211010'],CN111312401
['CN202489956'],CN112494039
['CN204072104'],CN112494039
['CN107292089'],CN110840407
['CN106385463'],CN112365378
['CN106845092'],CN112365378
['WO2016127173'],CN110989024
['WO2020146952'],CN112493981
['US2012323591'],US2014365242
['US10140544'],CN112508965
['CN108777169'],CN113040706
['CN108334490'],CN112800347
['CN104851067'],CN111554376
['WO2016094330'],WO2018085151
['WO2015031542'],WO2018085151
['US2012095352'],US9874554
['WO2014047402'],US2021215931
['WO2017190211'],US2018165412
['CN110136842'],CN111899893
['KR1827793'],WO2020101456
['US10340408'],US2021297084
['WO2014197822'],WO2020069569
['WO2009099707'],US2016009562
['US2016019299'],IL258689
['WO2010108287'],US2021330253
['US10052026'],US2020320132
['CN104257364'],CN113057606
['CN111415728'],CN112365973
['CN105678098'],CN112233763
['CN111161879'],CN112330067
['US2013170719'],CN112729558
['CN206440945'],CN111470597
['CN109065151'],CN112089422
['CN109087285'],CN112070942
['CN102231172'],CN112022116
['CN102917038'],CN112022116
['CN104305972'],CN112022116
['CN107506573'],CN112022116
['CN111554365'],CN112022116
['CN102231172'],CN112022116
['CN102917038'],CN112022116
['CN104305972'],CN112022116
['CN107506573'],CN112022116
['CN111554365'],CN112022116
['US2010070249'],US2016113726
['CN202489956'],WO2014070099
['CN109124893'],CN111899466
['CN101782935'],CN112785126
['RU115093'],RU2741049
['US2019181590'],CN110940911
['CN110507030'],CN110973764
['CN106821387'],CN108852585
['WO2013111397'],JP5530019
['US2013079649'],US10638938
['US2013345568'],US10638938
['CN102902889'],CN104134215
['WO2018124707'],WO2020153513
['CN106934243'],US2020184099
['CN107391944'],US2020184099
['CN107579979'],US2020184099
['US8429179'],US9842220
['WO2011066409'],WO2013067380
['WO2011066409'],US2013109382
['US9165360'],US2020160969
['US2015297134'],EP3184041
['US2010121227'],US2015309563
['US2012095357'],US2015309563
['WO2019045394'],US2020314526
['WO2018026163'],WO2018200642
['EP3028638'],WO2019176449
['US2012095357'],US2014247144
['CN108874444'],WO2020073925
['US2018004324'],DE102021113156
['US2016239084'],US2020146366
['WO2011160036'],US2016346584
['US2013172691'],US2019059744
['US2013231574'],US2019059744
['WO2012170586'],US2019059744
['WO2012170924'],US2019059744
['WO2012171032'],US2019059744
['US2011298613'],WO2017062544
['US2015219608'],EP3561506
['EP2664978'],KR1790880
['EP2990912'],US9829981
['US2017108705'],US2019137728
['CN103150469'],CN105213185
['CN103324831'],CN105213185
['US2011092825'],WO2017091603
['WO2011022803'],WO2013162471
['WO2015054672'],US2016367135
['US2013135160'],EP3861927
['US2013135160'],EP3861927
['WO2016179370'],RU182293
['US2018145469'],CN108899723
['CN102117384'],WO2021081729
['WO2019137562'],CN111782136
['US2016000300'],CN111355542
['US10052026'],US2020143055
['WO2015054672'],EP3437549
['WO2015123252'],US2019232553
['US2017095405'],WO2021127335
['US2011153359'],US2019213701
